person,label
01ffa003,0.05657841048686544
0205d5c1,0.006028751646619344
020b50dc,0.0021087612701511426
021b35b5,0.004602538532748394
021f11c8,0.002787239478507657
02208eb6,0.0035494571265457064
0222570f,0.010283793384040769
0225de65,0.011442262975061297
02274195,0.0012655180410502632
02285678,0.0550992959730121
0228b475,0.0007541240263365654
022bd951,0.001082945612672738
022c083c,0.004510510484992631
022ca64b,0.00607094357416337
0233c7ed,0.01815753772874606
0234e8f5,0.003662236629673798
023e49e4,0.10479786375797945
023fafbb,0.000870329731304467
0244969f,0.004012203070010756
02452978,0.154664880532271
0246242b,0.005869503142502258
0247c9fc,0.004044133624631335
024803ab,0.002029837527632405
02496e75,0.28202828102351013
024b9c24,0.007501779083379849
024ceac4,0.0058332516631593905
024ffb9b,0.0030526772835918815
0256b30a,0.0027245337946244005
0256c879,0.006032768650593826
0256dfc5,0.002129228845344289
025e1ccc,0.05096259469827902
02603929,0.0009473016192827312
026b66ef,0.0007980710592531792
0270a59f,0.002334472005203472
027870af,0.007694814425571971
027b809f,0.004825264465289075
027cb5c9,0.0017366535886943377
027e9637,0.006719344575137562
0280a93d,0.11816249768551884
028d0864,0.08337986949567865
02973cb9,0.0017110777917849923
0297fc1e,0.011504373500437814
029889eb,0.003002964755082857
029a5c8b,0.002015707879847174
029e25de,0.0031654331341945353
02a14ee3,0.0010659672357100822
02a9fd4c,0.00335001551874575
02aa0266,0.0018536500912103445
02b10e44,0.12051223878660178
02b13444,0.006872109250571512
02b51109,0.0046799792158697395
02ba6bb6,0.003337260668562779
02bf0143,0.0042521151199029295
02c2eb63,0.0013088926007908941
02c66b97,0.0043697726634572736
02c73278,0.002256115230924244
02cec30a,0.0012135768265016454
02d42846,0.004969159924710739
02d80cb2,0.0034270700970476047
02de19f7,0.0066642402866593595
02e1a150,0.0042671525611135625
02e465f4,0.014298260277160562
02e59a44,0.14418042245720913
02e65ce8,0.008894999698942266
02e7d329,0.004393491262618766
02ecd2d2,0.0025246266145972107
02eefc32,0.0031995882697483363
02f0635f,0.11130320841064915
02f2b7b1,0.0026953011128811044
02f5c581,0.005700463333538749
02f792fc,0.0014506228799905866
02fb0b61,0.0005422545046318146
030071f1,0.007163230714038899
03042e4a,0.009424198917472747
030c5d84,0.0041812353061900665
030c803c,0.003114600277644846
03100f48,0.00045072945167169535
03110d1d,0.3210485335900348
0311c318,0.011954081245634218
031481a2,0.2642990534005942
0318fd8d,0.14830494581836604
031bee81,0.009478753330059021
03264a2e,0.0003374786688765146
032c90dd,0.0036030057793359064
032ecde2,0.00044603114700537494
03302054,0.09532521201261228
0337d5ce,0.00985798052897652
0338a1ea,0.04051708613755796
03413393,0.0010884962911087276
03439225,0.008959903486863617
034ab8b8,0.013489226058419497
034e4f2f,0.013155816271059478
034fbc8a,0.0003030329412121282
03533e4f,0.00200109966829508
035626f1,0.0010382877731818793
035be698,0.004907410367098407
035c9c3c,0.026065333487650177
03665977,0.006172024553571826
03739332,0.0036221922662698913
037a2f9e,0.002870492686183701
037f094d,0.0023626628530167694
037f3cec,0.10306904476814983
0382adc4,0.003426362660482727
0384b2bd,0.0015463681530238267
0384dbbf,0.0010110290843056828
038e3cd5,0.00020980453866512353
039a1fa7,0.0019455792587485534
039c02c5,0.003138656396826862
039ccd71,0.0009619069129693282
039d87dc,0.002182997123862432
039fe371,0.005401993750253488
03a0d815,0.0018877549764544808
03a1b4d1,0.4622591624070995
03aa060a,0.0040598901997095675
03aa82cb,0.0006203698112937673
03ab59d3,0.007349524027194914
03ae1796,0.005723210212462972
03b6cecb,0.044379972232443055
03b999c7,0.05153845843756791
03bb6dc9,0.0020221690359616454
03c6dbf0,0.003046780349856849
03c72157,0.0037220172843719255
03d242c6,0.005602488448069558
03d269f6,0.010741430925715289
03d5db8f,0.00202656649608608
03da16b8,0.008707019404289642
03db8124,0.11420256177281196
03e50576,0.0011603956328303123
03eb4dd6,0.008862281007324406
03f1562e,0.06213916292079972
03fb9fde,0.003147143935592072
0401277e,0.0031662811828895906
04014a58,0.004300920745596599
04068dcd,0.05231657073762896
0408f3f4,0.02963176696516037
040ad2f1,0.009487128104986128
040f38ba,0.0034418850434231618
0411efc6,0.0019280525600239215
0413b563,0.0008389535751497684
04145809,0.05600347278571828
0415c30d,0.001328379675785637
041b49c5,0.0006425074977028939
041d7e7c,0.0013420194061546007
041dc1c0,0.0014147914160685024
041e67c8,0.005147195942617776
04218827,0.15109024924246325
042467f9,0.004641518825658899
04247184,0.12414053056422725
042481ae,0.004522618039016116
04287e35,0.0034033831190949933
042b0008,0.005031337399506158
042b1af5,0.002452584526457038
042ceff2,0.008935183672198489
042daf42,0.0029880190536005855
04339a2a,0.0006183588170334477
04339d40,0.006494283935556832
043498e0,0.002807205817359497
04372918,0.03255907184295003
04386a90,0.003343804627979105
04452b51,0.006203456093699718
04463f03,0.09377352569022165
04479796,0.0010418422280174787
044798c5,0.014007930054039405
044cd20c,0.001806482213507119
044df6bc,0.034636007995751485
0450c157,0.0009272816770937275
0454bd8b,0.07224430800643247
0454d395,0.0031426745623811727
045a01b7,0.1099621065356287
045ccfc6,0.06817412394418093
045ed46b,0.0031796998913939324
046261a1,0.04541139941730917
046f4eee,0.0033811592892458667
0471cda1,0.003054361038492722
0473d45c,0.008225402733441987
0473d703,0.001683755878818826
047425e8,0.004793137422105089
047525d7,0.0021584236850983643
047bf097,0.008849981701761083
047eaf93,0.020216588471545605
047fecb5,0.002454957811378416
0482fc3a,0.06522558251554612
04858d07,0.010118247755712203
048623e1,0.06572615655417986
0487acc0,0.0017332257878070845
048a0e28,0.0063277408341991265
048b7adb,0.005678106522238488
048e6ef0,0.0027188946866989394
048e8a05,0.10940933135235256
048f0b15,0.0032553502896975053
048fe060,0.022534334838557563
0490bc0a,0.000405876118962501
049c35a9,0.012844310317501216
04a1be72,0.002790330451441046
04a2caa8,0.0053889380122804165
04a31cb9,0.2227617493739227
04a5bf7c,0.00540445157621703
04ac1d2b,0.07826268565135847
04b0de51,0.011701787591029763
04b134be,0.0017024831971007538
04b13fd2,0.012855941564616396
04b3cf8f,0.00368377812653974
04bfc38e,0.002552666174812273
04c13da6,0.008251941352113934
04c79bf6,0.005839968142283744
04c7ed44,0.06078271243695834
04c8323e,0.03195571334864783
04d2ee78,0.0019372395448043582
04d814ae,0.15997815275067714
04d9cb0e,0.001813384602466128
04dba417,0.0017202233573603565
04dc5661,0.14578093303006542
04de8d3e,0.004814354578033393
04ded3e6,0.16800928892719205
04e15d15,0.021853319711461067
04e5a487,0.001942123588935321
04e667e4,0.011555628694594998
04e6d352,0.0011270286579645877
04edbc20,0.008762398085255372
04f2e560,0.26504766402711316
04f4febe,0.0015228683817964783
05076463,0.0047813390693817945
0507e8f2,0.05940978764194571
050956cd,0.002873579070955736
051b11a7,0.00345488976223089
05204945,0.0009778594451307606
0522a4fa,0.07919822779214747
05237699,0.0010597683679958207
05241c33,0.0021029711087312613
0527b5ae,0.003874897162881166
052a0610,0.0043765766716700495
052a2d62,0.0011039526159593656
052adc12,0.004452966247476762
052d6778,0.006304856325058566
05369f37,0.0018642233245655792
053a1fb6,0.00228402054740322
053b53ed,0.028231884347075714
053c8c48,0.0034824905303226903
053db417,0.004039475987544622
053e23ce,0.001394715693579384
053f578d,0.004713317155745689
054013e8,0.03380300988477297
05415a64,0.008327502731426803
05434466,0.002704343027040462
05445b67,0.002039405048107536
054a0951,0.0033259227386800336
054c06b7,0.005048222687459728
0552ee2b,0.003645800922854832
05567c7b,0.0026067660299704063
0556c3b8,0.0026916516582311902
055ce8c8,0.0018271702314942167
0564216a,0.0042115048822836875
05673798,0.06452485582016296
0567a51f,0.04364940434845731
056f89d4,0.02829695121251308
057a8bc2,0.005404289312610817
057aa717,0.007690537058024972
05832043,0.014924780319858853
05842367,0.003717132190396337
05845094,0.0028734043738810177
0589bc9f,0.0029388374675167516
058d33f5,0.009868100350957743
058f8a59,0.002062794378468277
0592919f,0.006393366902004975
0595673e,0.0023603017076562855
059bcf05,0.004521166407984128
059cb926,0.004469454138389729
059d594b,0.0008242012414395107
05a0feb5,0.006086022923720268
05a3f374,0.008077354222138147
05a565eb,0.0036821247640467583
05a99822,0.0013023349302116942
05a9aa0a,0.001505069982804654
05ab0341,0.003687541439786894
05aba175,0.0029436166204811066
05b53558,0.010844854311984183
05b98856,0.004109760860231644
05ba5474,0.0023502248214911895
05bbd123,0.0019971600129817632
05ce4c68,0.005519614010681662
05d47572,0.13210968136390405
05df8dea,0.10668518370335626
05e816e1,0.0006590022485348238
05e9dc15,0.003971439302971379
05ec0416,0.0026894433046402177
05f9aabd,0.06864227566648944
05fab3e2,0.14291414141814207
05fdf4d4,0.0454841261701153
0603dfa7,0.0017556395402021476
06054a70,0.004092415536243791
060788cf,0.003962351805368051
0615817a,0.03844686956141656
061c36f3,0.004494389007768761
06230959,0.029577662587675937
0623d3b0,0.0007636215061832491
06271090,0.0010421884168197687
062d7384,0.02417483301790953
062dd1cb,0.0019476809310420154
0630c31f,0.0009012914329331952
06340412,0.06146800601219287
06377ced,0.002796539161141961
0645477e,0.0020628618497631336
064b8baf,0.0027271200429450264
064ec6ea,0.03402355839492269
06568d8d,0.0012464350861409595
0656c4ea,0.004482729251893536
065b0804,0.01616864099410375
065b4fea,0.003905650230464002
065ead15,0.0015114988297914552
06698b9a,0.0006824325558308151
066a20aa,0.006628170045113212
066d8e1d,0.2620731160693033
06786046,0.003158123344032001
06790571,0.045523329226440166
06793b28,0.029995738281835424
067f8d78,0.0038287319246112657
0680b00d,0.006117298055401221
06818d49,0.010523296083043726
06824520,0.1512720184833946
06872f0b,0.0027079761495469655
068af20b,0.05311346755068651
068b6fbb,0.014839781740369564
068b86b4,0.001268912275008008
068b993a,0.07230665116073595
0697a4c2,0.048366631583355565
069a72e5,0.010271054613012325
069b6014,0.0008271650420855295
06a4dc8f,0.004070979564619199
06a762a5,0.001708949266889238
06ad410f,0.0017496400942193637
06b1c34c,0.1069078993072522
06b26eb2,0.002284286434672582
06b27801,0.004403383886978321
06b3441e,0.011478298295342738
06b6e768,0.002466109880387264
06b9946b,0.005336027440972245
06c033ec,0.002184089298269527
06c0a0d5,0.004660988242840223
06c0db23,0.10520546011964525
06c1fbb3,0.05039948342870441
06c6384c,0.0015043349878124284
06caa05f,0.14770191813963574
06cdc70f,0.002083854527078687
06cea6ea,0.0014145051027488003
06d322d3,0.0027055920017132057
06d450a7,0.005261973300373824
06d72f24,0.0010668070682608771
06d8c28c,0.0024878250025109666
06df5403,0.006041795197923574
06e4b8c8,0.010794186990174192
06e55267,0.004729335777120139
06e6349b,0.0007297674257017241
06ea2c68,0.003338827592459326
06ed04d6,0.008375038538157046
06f206fe,0.0018689809201202167
06f41e53,0.19784344599029316
06f6975e,0.1366296930227003
06f953fe,0.0012574423457908644
06fcbc94,0.11481364899503103
070b29c0,0.0023866180645714333
070f9a0b,0.004047435095245752
07110547,0.0008494769104268005
0717754f,0.22545622897101067
0718385a,0.008300994701242976
071abc4f,0.0007602389560537614
071e2196,0.00952145560263923
0720b80e,0.005281368939679575
0720d357,0.016509859568753327
072a96a1,0.0076739632538302864
07314959,0.0010989884056122122
0732ac8c,0.011366919525921518
073cdd36,0.006339856894888852
073fd043,0.005704531853602464
07420dec,0.1449656518930857
0744ba92,0.01031140169895811
0755e63e,0.0012171831424642578
0756e3ad,0.1356838923221589
0758bd0b,0.04903826350249255
075c5198,0.002434227356292584
075e85f8,0.0059699796078365895
076cf4cd,0.0030855823786301796
0773ee15,0.0010831061266729002
0774872c,0.006010990047200911
0776c1f0,0.001543567629360566
077d3da7,0.0014601715474811836
077d4d9f,0.004893297265955695
077e8564,0.0013927107050033113
07876886,0.0023880783783689057
07891a0d,0.012243215773677985
078baec6,0.005206361714371369
078bfbd3,0.005646788015455769
079532d3,0.06413148481364583
079bdbe4,0.007855441090077079
07a39f46,0.0013343421231575509
07a60895,0.01322992241659314
07a7e6be,0.16152244392272294
07a887ed,0.012895680341452215
07ad7c88,0.010817894918534575
07aff1c4,0.010207895482705849
07b01d56,0.04287126905902215
07b0a7a8,0.0009577927244263535
07b22fcb,0.0015131514485438797
07b2319f,0.001475726437144079
07b96270,0.000511946339890437
07b99a01,0.003257080311302974
07b9f8ae,0.002668104622818608
07ba73bf,0.0012757187291068982
07c3a2da,0.014204871506486819
07c8ebeb,0.009138420632644067
07c9beeb,0.0034295714409300214
07ccd549,0.003431459656535812
07cde923,0.031090736817640324
07d02c79,0.0012215248691076742
07d8c1ac,0.06173508752668934
07db4e73,0.0005134479579330278
07dc9451,0.006735460854932971
07e631f2,0.0050805029709385845
07e662e9,0.0033796957812889396
07e69681,0.0006045325705474805
07e6e71f,0.0035846791798924108
07e6f8c2,0.006758239664678112
07f124fe,0.010814700082662195
07f26ce1,0.0010249840474291735
07f2d434,0.012962571766454345
07f42646,0.018550347414984073
07f42a13,0.0002588987973369681
07f4fec1,0.0021868302384404656
0800358e,0.017640579720690146
0800bcfb,0.0038267967410858506
0800f720,0.00276103535661378
0804633b,0.0017262566416390275
080bd4ac,0.01723900982790965
080e8db0,0.001658884839416778
080fcf1a,0.008810228896006283
0810558b,0.004510679943207389
081713cb,0.007093255521570504
081911b4,0.008918940010679765
08198e83,0.003943218012206602
08208a49,0.0012581372375298694
08245544,0.0033825333442841087
0824c55d,0.047281437640059217
082bd9bd,0.004170894427563417
082c80d5,0.002017004922388729
0833a0a9,0.019586722676751676
083b3442,0.05451859042803866
083d5b9a,0.07410546132463684
08462640,0.001745742215191539
08463d5b,0.001626641415212204
08466048,0.004745152303139185
084925d5,0.16067785289796793
084f9401,0.006128367558978363
08500aef,0.0035502080592885593
0858c7dd,0.001000966951523896
085ef200,0.0013758041742531312
08639c4f,0.03486085587820499
08683645,0.07964394210710347
086b64ea,0.010701237353668657
08740886,0.19157826655437898
087a68e3,0.0004369526205526927
087de56d,0.0007607394143436685
08801bfc,0.006520646161084366
0880b8e1,0.0013451081862180824
08837bda,0.002330605577903977
0883e978,0.0016323993599070099
088477ee,0.013711391764117415
088bf9fe,0.00655036242001925
088ccfd7,0.005220386930443199
088d0558,0.007424729282868754
088f10a3,0.004163792704374361
0892abe8,0.1055980357120423
089563a3,0.00016859562258145867
08991bf9,0.005440938814894856
089aeed8,0.0036432534528877338
089cda86,0.00485548916965685
089e36af,0.000609602268932879
089eb49b,0.120308599688418
08a60c7c,0.000762160258987205
08a6d92f,0.0052843020419057135
08a82be5,0.00304052394040786
08ae99c4,0.017614613556368442
08b1d536,0.13473641751325371
08babe3f,0.00655484720342186
08bbf145,0.034541304831199646
08c15659,0.00791435978465278
08c9da9e,0.004607760652693409
08caae70,0.003598434992298031
08cb481e,0.005282045861922596
08cba418,0.004037537799984257
08d02ef7,0.03970638651798173
08d0674b,0.017632354356518592
08d18c71,0.005464532850653884
08d2d2ee,0.004459565739847134
08d35e05,0.004500020909776396
08d3db92,0.01066540277957447
08e040a4,0.01076341682815071
08e0974b,0.08068821044840155
08e616b7,0.003845025121627731
08e643c3,0.024577651291213917
08ea4ea5,0.004691657579374051
08f06435,0.039908570766121344
08f36f9d,0.0014461183405939284
08f737af,0.004599271301585776
0900779d,0.003477860389586966
09030d39,0.007114329665977211
0903f3f8,0.018495258650960644
0908f99e,0.0017933943647261148
090a998c,0.0012054044817832127
090e29b6,0.04068551085468457
090ef175,0.0010222452933292938
0914bd03,0.001559296048145457
09191ecf,0.003964950761370889
091987f9,0.00129728687213241
091a89ac,0.006726657349450535
091d4e3a,0.007247111202855249
091f6ce7,0.0062220903807721235
0924371d,0.08035819166818207
0926f776,0.01477324064600439
092db484,0.0026302177128386577
09352d1f,0.005031698963880858
09372e45,0.0057492999000082244
093ba2ef,0.0010821673056327175
093c3834,0.020346754472530763
093eeb7a,0.0032387235092932675
09411787,0.0010956608605546762
0949b6a4,0.3186395847657707
094c8fdb,0.0003130207804140526
094fcf0d,0.07728269559234566
09557165,0.01530648130812497
095a98b0,0.003826644012882584
095c5f96,0.022837724954787288
095d6adb,0.027901857228073243
0966f2a3,0.0029954349033295413
0967f3a4,0.002849052181956099
096bf242,0.0015290204046947801
096ebe93,0.011637907401462639
0974287a,0.001208789487698454
0974c232,0.002668990918755807
0978b0d9,0.018277546590263708
0978b7b7,0.0041480532586732075
09793121,0.013592914693987483
097a0d5b,0.00643162362935912
097cbc1e,0.0040825669351734215
09833fa3,0.002805450118789503
09837117,0.00041017847053134314
0983c897,0.013711298477084567
09848f4e,0.0009341095226532972
098b319c,0.0009585602467059488
098bea44,0.016545089688836754
0996b69a,0.001366197723602382
09a6536f,0.005603693857150985
09ac3798,0.0022886595499233176
09b0e60b,0.0021959626490956692
09b43644,0.001960274795202692
09ba24eb,0.005413945338929689
09be0231,0.003008241918935267
09c2d603,0.01804131436900395
09c5914d,0.00485617084475212
09c86611,0.009219085080551264
09cce7ea,0.007450769895918745
09d0b3d9,0.0007595901733567094
09d718cc,0.0010257030581643947
09db6995,0.005147435248554321
09dc59af,0.026456126545229493
09e0db6a,0.008005724254146815
09e2bd1a,0.0011389424099672151
09e4e04b,0.007780118418802784
09e532d7,0.007629078503761877
09e890f1,0.0018911286979189043
09ea35c3,0.0014900657848794505
09ee02c4,0.0020030716739382003
09f26d53,0.0024211446876952814
09f578ac,0.0014607542153245582
09fa700c,0.06516163852073006
09fc8084,0.003996978601364425
09fdf852,0.0006226361376368602
09fe5eac,0.005262339519331885
0a036ba6,0.006238650082178026
0a0441ff,0.008592950434468465
0a05b988,0.0071312429732997085
0a09033d,0.15056502801689234
0a09ed37,0.004979688612233604
0a0a8e92,0.0004986495283939501
0a13de3a,0.030896831902656706
0a263927,0.0014601551060063286
0a287714,0.001397191729718112
0a2a7401,0.01181325769857218
0a2b15f1,0.002030654318339203
0a2bdc5e,0.022035816456845395
0a2c03b3,0.0005719349263419028
0a2cfbe5,0.0034401321374249324
0a2f9872,0.07205922315181919
0a302d69,0.0005803966043812351
0a3152cf,0.1330285994346817
0a325e86,0.11579002134480063
0a32ef30,0.007944674220328938
0a334bfb,0.0011876639561709734
0a38ba8c,0.00290776924547308
0a390749,0.015616721188585187
0a392a70,0.014898568737344324
0a3a754c,0.0038188167262880094
0a3c96b6,0.004194876981446738
0a3eacbb,0.09440503776397777
0a4359fd,0.0062651384289141195
0a446067,0.0014572861809359714
0a48c7dd,0.11313029307977689
0a52beaa,0.0003892447848776038
0a5500f7,0.005185679775005042
0a56042e,0.0032745036204292013
0a5674e3,0.1333373396102969
0a59b83f,0.021124010948194893
0a5a08de,0.001508812617542765
0a5c3448,0.0017122661224020929
0a726998,0.0023070408429232917
0a7278b6,0.017501023542643854
0a742f6b,0.0025846457618459613
0a7b34e8,0.009400777573729117
0a7d73ef,0.0010070134713763839
0a7fc5d5,0.003015221111956243
0a7ffd3b,0.012460103003678068
0a8396b5,0.003984692358282614
0a8cf902,0.011970544791650209
0a938014,0.004222519633070643
0a96681a,0.006032220932930818
0a991ffb,0.01940885969868437
0aa2b925,0.00575015486496581
0aa3be5b,0.0009438021922450453
0aa42a59,0.0007090371550826878
0aa51910,0.0010816551213593143
0aa540b1,0.005064401786914891
0aa7a825,0.002112992512025496
0aac3579,0.0017935941468617848
0ab19ebb,0.002115586944945171
0ab53692,0.0026970408007971703
0ab5b77a,0.0033281218642459373
0ab7ba4c,0.0019489696319649485
0ab8071c,0.0006784672900603385
0abaabba,0.004079867281916982
0abaed3a,0.0023200283495124776
0abeae7a,0.0409475504838361
0ac6f80c,0.0006611173343035776
0acb0dd8,0.0010906475141592767
0acd4c31,0.003552981859215563
0acd4cfa,0.003135533485825153
0acf6085,0.029354924329470594
0ad72deb,0.0022591222368165704
0ae6e81d,0.002929685622244149
0ae7030e,0.0010567332895049983
0ae86202,0.0993136857594915
0ae8e76b,0.0008093079780082547
0aeb596a,0.1215776360036899
0aec3c89,0.005041073888489663
0aed974d,0.0021877621275945866
0aeea846,0.004641745484629054
0af117af,0.0058753994564857215
0af3f1f1,0.0020739084650074897
0afaf28d,0.004399253369919978
0aff575b,0.0008839282847844746
0b02b868,0.0030372185139604176
0b0c8c25,0.002053024194257071
0b138c53,0.12731530833011515
0b13e026,0.11790410993104093
0b1429da,0.0022890024659537106
0b14fed7,0.0026624617586728013
0b187bda,0.007918272870882318
0b273f4a,0.000790339115106982
0b28e1e6,0.2706660060516948
0b2998c7,0.0892334155072021
0b2e2100,0.01044729760510984
0b305d74,0.009581769072465173
0b3109a8,0.1561180823717985
0b3519eb,0.0031646083863944192
0b393f2d,0.004993661212129728
0b3e6f67,0.09562397070004329
0b40a4ca,0.004705465053922771
0b4341bb,0.0024915018099595184
0b513259,0.005178718057852163
0b52e6c8,0.15767960705172404
0b544b65,0.0016547113643317311
0b5d9257,0.0027992651298792636
0b5f90b2,0.0029913727881344413
0b63edae,0.004154478200485167
0b67541e,0.0006262433148585291
0b6774d3,0.0064613543280744425
0b68d8fe,0.003791787437860881
0b6ef3d1,0.001320292913977221
0b859654,0.0004558355446342178
0b906cf5,0.09965918795656353
0b91b6d6,0.003015324819170098
0b928b3d,0.002507015956720489
0b92f190,0.008200134677009243
0b947f5b,0.005776229237791294
0b9927b4,0.00651631135773568
0b9a69f1,0.14235624340379976
0b9c388f,0.003318940674415359
0b9d0598,0.0010891456130403495
0b9e0132,0.003528257382702428
0ba2ac97,0.13727804854346587
0ba4dc08,0.0063381441693863136
0ba4e604,0.042664564196790794
0ba4ea48,0.007844921867403083
0baa7b0c,0.00395013542523368
0bb32a91,0.08444992134683726
0bb37f6a,0.006831694343665968
0bb45ffd,0.02023364463135402
0bb60ae3,0.015924209952303852
0bba4c68,0.00310192405711149
0bcc3c80,0.001702156081293808
0bccc9fa,0.028656953358165135
0bcf03c1,0.034391806222770854
0bd076f9,0.0012377921544413858
0bd08e68,0.007132302558361446
0bd2f756,0.06652762104369014
0bd44989,0.04793389521997303
0bd61a21,0.008929837356506008
0bdabe42,0.000969909819297866
0be7712b,0.0033139064040603873
0bf0c226,0.005800082811145432
0bf0f4b8,0.0040554546722422645
0bf201ce,0.001275461678015568
0bf4c2c5,0.006490962112226484
0c00b65b,0.002907204916966897
0c017f77,0.004895554119239026
0c0580c3,0.0034721576816356355
0c0641b3,0.008236663599578796
0c0c0d53,0.004187925481059143
0c0cd9db,0.008238015239898826
0c0ef200,0.017928731828675576
0c1105ed,0.00435886496713854
0c118b5a,0.03143995159462735
0c13d6b0,0.0008695520885698698
0c1c6a9d,0.002083417714042867
0c26d732,0.006223991302271095
0c304998,0.0012594838725450452
0c31095e,0.002037456998469906
0c33283e,0.0029972522888828046
0c3a520b,0.0022002558056122357
0c3d70ee,0.0027807646306660214
0c4aa321,0.0018177193621170182
0c4c7a5b,0.003379102152186091
0c4f0376,0.0006498819676578709
0c55d921,0.005563020532001895
0c588686,0.020128173198110035
0c5e4707,0.0010576883156582348
0c63334c,0.006549986083828482
0c64525d,0.01550005039905829
0c6b7fd4,0.0014761973902988742
0c6ee9e5,0.141350468061662
0c734fb1,0.0037304972515103934
0c761987,0.06586128143975035
0c798137,0.006756469940636933
0c7d0d74,0.003882391850981015
0c839c59,0.0076670985020598666
0c8db2e0,0.0025209039263332936
0c940daa,0.0035336136693881965
0c94bcb9,0.0011497245895344533
0c96825c,0.008987997324480723
0c9d90d6,0.003802951806330834
0c9fc253,0.004360672721744999
0ca07f08,0.0023340144499414475
